ecological_impact,economic_impact,bias,uncertainty,scarcity,scenario,station,raw_ecological_impact,raw_economic_impact,cooperation_percentage,priority_ok,scarcity_color,scenario_color,scenario_name,station_color
0.8418848167539267,0.3600514527969447,-0.5,0.0,high,0.yml,2,804.0,58484.894093022776,0.4369142857142857,0.0,red,blue,0,blue
0.8617801047120419,0.3959337196815906,-0.5,0.25,high,0.yml,2,823.0,64313.42377194509,0.44534285714285715,1.0,red,blue,0,blue
0.856544502617801,0.41515512758835027,-0.5,0.5,high,0.yml,2,818.0,67435.64976773802,0.4659142857142857,1.0,red,blue,0,blue
0.8356020942408376,0.44630652598040543,0.0,0.0,high,1.yml,2,798.0,156549.83025229225,0.5372,0.0,red,red,1,blue
0.8722513089005236,0.4695214635168559,0.0,0.25,high,1.yml,2,833.0,164692.8761615256,0.5532285714285714,1.0,red,red,1,blue
0.8931937172774869,0.4536159223926935,0.0,0.5,high,1.yml,2,853.0,159113.72905497445,0.5103428571428571,1.0,red,red,1,blue
0.8670157068062827,0.4922138664877093,0.25,0.0,high,1.yml,2,828.0,172652.63392061263,0.5479714285714286,1.0,red,red,1,blue
0.8324607329842932,0.4540853648700217,0.25,0.25,high,1.yml,2,795.0,159278.394225347,0.5049714285714286,0.0,red,red,1,blue
0.8408376963350785,0.42581504535405007,0.25,0.5,high,1.yml,2,803.0,149362.08455077655,0.4879142857142857,0.0,red,red,1,blue
0.9036649214659686,0.4460753411258636,-0.25,0.0,high,1.yml,2,863.0,156468.73811577033,0.5223142857142857,1.0,red,red,1,blue
0.9267015706806283,0.4210607842742468,-0.25,0.25,high,1.yml,2,885.0,147694.44421461225,0.49917142857142854,0.0,red,red,1,blue
0.9193717277486911,0.3758213409961143,-0.25,0.5,high,1.yml,2,878.0,131825.91719645527,0.4608285714285714,0.0,red,red,1,blue
0.8261780104712042,0.4490247545904734,0.5,0.0,high,1.yml,2,789.0,157503.296542211,0.5259714285714285,0.0,red,red,1,blue
0.8198952879581152,0.4706235087362775,0.5,0.25,high,1.yml,2,783.0,165079.43782259882,0.5249428571428572,0.0,red,red,1,blue
0.8617801047120419,0.452603298828421,0.5,0.5,high,1.yml,2,823.0,158758.53360550595,0.5490285714285714,1.0,red,red,1,blue
0.9099476439790576,0.39025402947670107,-0.5,0.0,high,1.yml,2,869.0,136888.43544387893,0.4474,0.0,red,red,1,blue
0.9329842931937172,0.38333129648686576,-0.5,0.25,high,1.yml,2,891.0,134460.1656083439,0.4486857142857143,1.0,red,red,1,blue
0.912041884816754,0.37198755907985914,-0.5,0.5,high,1.yml,2,871.0,130481.15104746017,0.4320857142857143,1.0,red,red,1,blue
0.8356020942408376,0.4246589990056524,0.0,0.0,high,0-v.yml,2,798.0,68979.40944152023,0.4956857142857143,0.0,red,purple,0-v,blue
0.86282722513089,0.4550684146004467,0.0,0.0,high,1-v.yml,2,824.0,159623.2161346604,0.5129142857142858,0.0,red,orange,1-v,blue
0.8460732984293193,0.3942427048707267,0.0,0.0,high,0-b.yml,2,808.0,64038.74408004317,0.45714285714285713,0.0,red,blue,0-b,blue
0.8712041884816754,0.4362577968011304,0.0,0.0,high,1-b.yml,2,832.0,153025.06250705023,0.5151714285714286,1.0,red,red,1-b,blue
0.8460732984293193,0.41137376988947594,0.0,0.0,high,0-c.yml,2,808.0,66821.42559830737,0.4962857142857143,1.0,red,blue,0-c,blue
0.8680628272251308,0.44112136922421386,0.0,0.0,high,1-c.yml,2,829.0,154731.0457112637,0.5218,1.0,red,red,1-c,blue
